F_Code,Text
F44,"Dissoziative Störungen [Konversionsstörungen] Das allgemeine Kennzeichen der dissoziativen oder Konversionsstörungen besteht in teilweisem oder völligem Verlust der normalen Integration der Erinnerung an die Vergangenheit, des Identitätsbewusstseins, der Wahrnehmung unmittelbarer Empfindungen sowie der Kontrolle von Körperbewegungen. Alle dissoziativen Störungen neigen nach einigen Wochen oder Monaten zur Remission, besonders wenn der Beginn mit einem traumatisierenden Lebensereignis verbunden ist. Eher chronische Störungen, besonders Lähmungen und Gefühlsstörungen, entwickeln sich, wenn der Beginn mit unlösbaren Problemen oder interpersonalen Schwierigkeiten verbunden ist. Diese Störungen wurden früher als verschiedene Formen der ""Konversionsneurose oder Hysterie"" klassifiziert. Sie werden als ursächlich psychogen angesehen, in enger zeitlicher Verbindung mit traumatisierenden Ereignissen, unlösbaren oder unerträglichen Konflikten oder gestörten Beziehungen. Die Symptome verkörpern häufig das Konzept der betroffenen Person, wie sich eine körperliche Krankheit manifestieren müsste. Körperliche Untersuchung und Befragungen geben keinen Hinweis auf eine bekannte somatische oder neurologische Krankheit. Zusätzlich ist der Funktionsverlust offensichtlich Ausdruck emotionaler Konflikte oder Bedürfnisse. Die Symptome können sich in enger Beziehung zu psychischer Belastung entwickeln und erscheinen oft plötzlich. Nur Störungen der körperlichen Funktionen, die normalerweise unter willentlicher Kontrolle stehen, und Verlust der sinnlichen Wahrnehmung sind hier eingeschlossen. Störungen mit Schmerz und anderen komplexen körperlichen Empfindungen, die durch das vegetative Nervensystem vermittelt werden, sind unter Somatisierungsstörungen (F45.0) zu klassifizieren. Die Möglichkeit eines späteren Auftretens ernsthafter körperlicher oder psychiatrischer Störungen muss immer mitbedacht werden. Hysterie Hysterische Psychose Konversionshysterie Konversionsreaktion Dissoziative Amnesie Das wichtigste Kennzeichen ist der Verlust der Erinnerung für meist wichtige aktuelle Ereignisse, die nicht durch eine organische psychische Störung bedingt ist und für den eine übliche Vergesslichkeit oder Ermüdung als Erklärung nicht ausreicht. Die Amnesie bezieht sich meist auf traumatische Ereignisse wie Unfälle oder unerwartete Trauerfälle und ist in der Regel unvollständig und selektiv. Eine vollständige und generalisierte Amnesie ist selten, dann gewöhnlich Symptom einer Fugue (F44.1) und auch als solche zu klassifizieren. Die Diagnose sollte nicht bei hirnorganischen Störungen, Intoxikationen oder extremer Erschöpfung gestellt werden. Dissoziative Fugue Eine dissoziative Fugue ist eine zielgerichtete Ortsveränderung, die über die gewöhnliche Alltagsmobilität hinausgeht. Darüber hinaus zeigt sie alle Kennzeichen einer dissoziativen Amnesie (F44.0). Obwohl für die Zeit der Fugue eine Amnesie besteht, kann das Verhalten des Patienten während dieser Zeit auf unabhängige Beobachter vollständig normal wirken. Dissoziativer Stupor Dissoziativer Stupor wird aufgrund einer beträchtlichen Verringerung oder des Fehlens von willkürlichen Bewegungen und normalen Reaktionen auf äußere Reize wie Licht, Geräusche oder Berührung diagnostiziert. Dabei lassen Befragung und Untersuchung keinen Anhalt für eine körperliche Ursache erkennen. Zusätzliche Hinweise auf die psychogene Verursachung geben kurz vorhergegangene belastende Ereignisse oder Probleme. Trance- und Besessenheitszustände Bei diesen Störungen tritt ein zeitweiliger Verlust der persönlichen Identität und der vollständigen Wahrnehmung der Umgebung auf. Hier sind nur Trancezustände zu klassifizieren, die unfreiwillig oder ungewollt sind, und die außerhalb von religiösen oder kulturell akzeptierten Situationen auftreten. Dissoziative Bewegungsstörungen Die häufigsten Formen zeigen den vollständigen oder teilweisen Verlust der Bewegungsfähigkeit eines oder mehrerer Körperglieder. Sie haben große Ähnlichkeit mit fast jeder Form von Ataxie, Apraxie, Akinesie, Aphonie, Dysarthrie, Dyskinesie, Anfällen oder Lähmungen. Psychogen: Aphonie Psychogen: Dysphonie Dissoziative Krampfanfälle Dissoziative Krampfanfälle können epileptischen Anfällen bezüglich ihrer Bewegungen sehr stark ähneln. Zungenbiss, Verletzungen beim Sturz oder Urininkontinenz sind jedoch selten. Ein Bewusstseinsverlust fehlt oder es findet sich statt dessen ein stupor- oder tranceähnlicher Zustand. Dissoziative Sensibilitäts- und Empfindungsstörungen Die Grenzen anästhetischer Hautareale entsprechen oft eher den Vorstellungen des Patienten über Körperfunktionen als medizinischen Tatsachen. Es kann auch unterschiedliche Ausfälle der sensorischen Modalitäten geben, die nicht Folge einer neurologischen Läsion sein können. Sensorische Ausfälle können von Klagen über Parästhesien begleitet sein. Vollständige Seh- oder Hörverluste bei dissoziativen Störungen sind selten. Psychogene Schwerhörigkeit oder Taubheit Dissoziative Störungen [Konversionsstörungen], gemischt Kombinationen der unter F44.0-F44.6 beschriebenen Störungen. Sonstige dissoziative Störungen [Konversionsstörungen] Dissoziative Störung [Konversionsstörung], nicht näher bezeichnet"
F45,"Somatoforme Störungen Das Charakteristikum ist die wiederholte Darbietung körperlicher Symptome in Verbindung mit hartnäckigen Forderungen nach medizinischen Untersuchungen trotz wiederholter negativer Ergebnisse und Versicherung der Ärzte, dass die Symptome nicht körperlich begründbar sind. Wenn somatische Störungen vorhanden sind, erklären sie nicht die Art und das Ausmaß der Symptome, das Leiden und die innerliche Beteiligung des Patienten. Für die Anwendung der Schlüsselnummer F45.41 sind die vorgenannten Kriterien nicht heranzuziehen. Für die Anwendung dieser Kategorie gelten die im Hinweistext der Schlüsselnummer aufgeführten Kriterien. Somatisierungsstörung Charakteristisch sind multiple, wiederholt auftretende und häufig wechselnde körperliche Symptome, die wenigstens zwei Jahre bestehen. Die meisten Patienten haben eine lange und komplizierte Patienten-Karriere hinter sich, sowohl in der Primärversorgung als auch in spezialisierten medizinischen Einrichtungen, wo viele negative Untersuchungen und ergebnislose explorative Operationen durchgeführt sein können. Die Symptome können sich auf jeden Körperteil oder jedes System des Körpers beziehen. Der Verlauf der Störung ist chronisch und fluktuierend und häufig mit einer langdauernden Störung des sozialen, interpersonalen und familiären Verhaltens verbunden. Eine kurzdauernde (weniger als zwei Jahre) und weniger auffallende Symptomatik wird besser unter F45.1 klassifiziert (undifferenzierte Somatisierungsstörung). Briquet-Syndrom Multiple psychosomatische Störung Undifferenzierte Somatisierungsstörung Wenn die körperlichen Beschwerden zahlreich, unterschiedlich und hartnäckig sind, aber das vollständige und typische klinische Bild einer Somatisierungsstörung nicht erfüllt ist, ist die Diagnose undifferenzierte Somatisierungsstörung zu erwägen. Undifferenzierte psychosomatische Störung Hypochondrische Störung Vorherrschendes Kennzeichen ist eine beharrliche Beschäftigung mit der Möglichkeit, an einer oder mehreren schweren und fortschreitenden körperlichen Krankheiten zu leiden. Die Patienten manifestieren anhaltende körperliche Beschwerden oder anhaltende Beschäftigung mit ihren körperlichen Phänomenen. Normale oder allgemeine Körperwahrnehmungen und Symptome werden von dem betreffenden Patienten oft als abnorm und belastend interpretiert und die Aufmerksamkeit meist auf nur ein oder zwei Organe oder Organsysteme des Körpers fokussiert. Depression und Angst finden sich häufig und können dann zusätzliche Diagnosen rechtfertigen. Dysmorphophobie (nicht wahnhaft) Hypochondrie Hypochondrische Neurose Körperdysmorphophobe Störung Nosophobie Somatoforme autonome Funktionsstörung Die Symptome werden vom Patienten so geschildert, als beruhten sie auf der körperlichen Krankheit eines Systems oder eines Organs, das weitgehend oder vollständig vegetativ innerviert und kontrolliert wird, so etwa des kardiovaskulären, des gastrointestinalen, des respiratorischen oder des urogenitalen Systems. Es finden sich meist zwei Symptomgruppen, die beide nicht auf eine körperliche Krankheit des betreffenden Organs oder Systems hinweisen. Die erste Gruppe umfasst Beschwerden, die auf objektivierbaren Symptomen der vegetativen Stimulation beruhen wie etwa Herzklopfen, Schwitzen, Erröten, Zittern. Sie sind Ausdruck der Furcht vor und Beeinträchtigung durch eine(r) somatische(n) Störung. Die zweite Gruppe beinhaltet subjektive Beschwerden unspezifischer und wechselnder Natur, wie flüchtige Schmerzen, Brennen, Schwere, Enge und Gefühle, aufgebläht oder auseinander gezogen zu werden, die vom Patienten einem spezifischen Organ oder System zugeordnet werden. Da-Costa-Syndrom Herzneurose Magenneurose Neurozirkulatorische Asthenie Psychogene Formen: Aerophagie Psychogene Formen: Colon irritabile Psychogene Formen: Diarrhoe Psychogene Formen: Dyspepsie Psychogene Formen: Dysurie Psychogene Formen: erhöhte Miktionshäufigkeit Psychogene Formen: Flatulenz Psychogene Formen: Husten Psychogene Formen: Hyperventilation Psychogene Formen: Pylorospasmen Psychogene Formen: Singultus Anhaltende Schmerzstörung Schmerzzustände mit vermutlich psychogenem Ursprung, die im Verlauf depressiver Störungen oder einer Schizophrenie auftreten, sollten hier nicht berücksichtigt werden. Sonstige somatoforme Störungen Hier sollten alle anderen Störungen der Wahrnehmung, der Körperfunktion und des Krankheitsverhaltens klassifiziert werden, die nicht durch das vegetative Nervensystem vermittelt werden, die auf spezifische Teile oder Systeme des Körpers begrenzt sind und mit belastenden Ereignissen oder Problemen eng in Verbindung stehen. Psychogen: Dysmenorrhoe Psychogen: Dysphagie, einschließlich ""Globus hystericus"" Psychogen: Pruritus Psychogen: Tortikollis Psychogen: Zähneknirschen Somatoforme Störung, nicht näher bezeichnet Psychosomatische Störung o.n.A."
F48,"Andere neurotische Störungen Neurasthenie Im Erscheinungsbild zeigen sich beträchtliche kulturelle Unterschiede. Zwei Hauptformen überschneiden sich beträchtlich. Bei einer Form ist das Hauptcharakteristikum die Klage über vermehrte Müdigkeit nach geistigen Anstrengungen, häufig verbunden mit abnehmender Arbeitsleistung oder Effektivität bei der Bewältigung täglicher Aufgaben. Die geistige Ermüdbarkeit wird typischerweise als unangenehmes Eindringen ablenkender Assoziationen oder Erinnerungen beschrieben, als Konzentrationsschwäche und allgemein ineffektives Denken. Bei der anderen Form liegt das Schwergewicht auf Gefühlen körperlicher Schwäche und Erschöpfung nach nur geringer Anstrengung, begleitet von muskulären und anderen Schmerzen und der Unfähigkeit, sich zu entspannen. Bei beiden Formen finden sich eine ganze Reihe von anderen unangenehmen körperlichen Empfindungen wie Schwindelgefühl, Spannungskopfschmerz und allgemeine Unsicherheit. Sorge über abnehmendes geistiges und körperliches Wohlbefinden, Reizbarkeit, Freudlosigkeit, Depression und Angst sind häufig. Der Schlaf ist oft in der ersten und mittleren Phase gestört, es kann aber auch Hypersomnie im Vordergrund stehen. Ermüdungssyndrom Soll eine vorausgegangene Krankheit angegeben werden, ist eine zusätzliche Schlüsselnummer zu benutzen. Depersonalisations- und Derealisationssyndrom Eine seltene Störung, bei der ein Patient spontan beklagt, dass seine geistige Aktivität, sein Körper oder die Umgebung sich in ihrer Qualität verändert haben, und unwirklich, wie in weiter Ferne oder automatisiert erlebt werden. Neben vielen anderen Phänomenen und Symptomen klagen die Patienten am häufigsten über den Verlust von Emotionen, über Entfremdung und Loslösung vom eigenen Denken, vom Körper oder von der umgebenden realen Welt. Trotz der dramatischen Form dieser Erfahrungen ist sich der betreffende Patient der Unwirklichkeit dieser Veränderung bewusst. Das Sensorium ist normal, die Möglichkeiten des emotionalen Ausdrucks intakt. Depersonalisations- und Derealisationsphänomene können im Rahmen einer schizophrenen, depressiven, phobischen oder Zwangsstörung auftreten. In solchen Fällen sollte die Diagnose der im Vordergrund stehenden Störung gestellt werden. Sonstige neurotische Störungen Beschäftigungsneurose, einschließlich Schreibkrämpfen Dhat-Syndrom Psychasthenie Psychasthenische Neurose Psychogene Synkope Neurotische Störung, nicht näher bezeichnet Neurose o.n.A."
F50,"Essstörungen Anorexia nervosa Die Anorexia ist durch einen absichtlich selbst herbeigeführten oder aufrechterhaltenen Gewichtsverlust charakterisiert. Am häufigsten ist die Störung bei heranwachsenden Mädchen und jungen Frauen; heranwachsende Jungen und junge Männer, Kinder vor der Pubertät und Frauen bis zur Menopause können ebenfalls betroffen sein. Die Krankheit ist mit einer spezifischen Psychopathologie verbunden, wobei die Angst vor einem dicken Körper und einer schlaffen Körperform als eine tiefverwurzelte überwertige Idee besteht und die Betroffenen eine sehr niedrige Gewichtsschwelle für sich selbst festlegen. Es liegt meist Unterernährung unterschiedlichen Schweregrades vor, die sekundär zu endokrinen und metabolischen Veränderungen und zu körperlichen Funktionsstörungen führt. Zu den Symptomen gehören eingeschränkte Nahrungsauswahl, übertriebene körperliche Aktivitäten, selbstinduziertes Erbrechen und Abführen und der Gebrauch von Appetitzüglern und Diuretika. Atypische Anorexia nervosa Es handelt sich um Störungen, die einige Kriterien der Anorexia nervosa erfüllen, das gesamte klinische Bild rechtfertigt die Diagnose jedoch nicht. Zum Beispiel können die Schlüsselsymptome wie deutliche Angst vor dem zu Dicksein oder die Amenorrhoe fehlen, trotz eines erheblichen Gewichtsverlustes und gewichtsreduzierendem Verhalten. Die Diagnose ist bei einer bekannten körperlichen Krankheit mit Gewichtsverlust nicht zu stellen. Bulimia nervosa Ein Syndrom, das durch wiederholte Anfälle von Heißhunger und eine übertriebene Beschäftigung mit der Kontrolle des Körpergewichts charakterisiert ist. Dies führt zu einem Verhaltensmuster von Essanfällen und Erbrechen oder Gebrauch von Abführmitteln. Viele psychische Merkmale dieser Störung ähneln denen der Anorexia nervosa, so die übertriebene Sorge um Körperform und Gewicht. Wiederholtes Erbrechen kann zu Elektrolytstörungen und körperlichen Komplikationen führen. Häufig lässt sich in der Anamnese eine frühere Episode einer Anorexia nervosa mit einem Intervall von einigen Monaten bis zu mehreren Jahren nachweisen. Bulimie o.n.A. Hyperorexia nervosa Atypische Bulimia nervosa Es handelt sich um Störungen, die einige Kriterien der Bulimia nervosa erfüllen, das gesamte klinische Bild rechtfertigt die Diagnose jedoch nicht. Zum Beispiel können wiederholte Essanfälle und übermäßiger Gebrauch von Abführmitteln auftreten ohne signifikante Gewichtsveränderungen, oder es fehlt die typische übertriebene Sorge um Körperform und Gewicht. Essattacken bei anderen psychischen Störungen Übermäßiges Essen als Reaktion auf belastende Ereignisse, wie etwa Trauerfälle, Unfälle und Geburt. Psychogene Essattacken Erbrechen bei anderen psychischen Störungen Wiederholtes Erbrechen bei dissoziativen Störungen F44.- und Hypochondrie F45.2 und Erbrechen, das nicht unter anderen Zustandsbildern außerhalb des Kapitels V klassifiziert werden kann. Diese Subkategorie kann zusätzlich zu O21.- (übermäßiges Erbrechen in der Schwangerschaft) verwendet werden, wenn hauptsächlich emotionale Faktoren wiederholte Übelkeit und Erbrechen verursachen. Psychogenes Erbrechen Sonstige Essstörungen Pica bei Erwachsenen Psychogener Appetitverlust Essstörung, nicht näher bezeichnet"
F51,"Nichtorganische Schlafstörungen In vielen Fällen ist eine Schlafstörung Symptom einer anderen psychischen oder körperlichen Krankheit. Ob eine Schlafstörung bei einem bestimmten Patienten ein eigenständiges Krankheitsbild oder einfach Merkmal einer anderen Krankheit (klassifiziert anderenorts in Kapitel V oder in anderen Kapiteln) ist, sollte auf der Basis des klinischen Erscheinungsbildes, des Verlaufs sowie aufgrund therapeutischer Erwägungen und Prioritäten zum Zeitpunkt der Konsultation entschieden werden. Wenn die Schlafstörung eine der Hauptbeschwerden darstellt und als eigenständiges Zustandsbild aufgefasst wird, dann soll diese Kodierung gemeinsam mit dazugehörenden Diagnosen verwendet werden, welche die Psychopathologie und Pathophysiologie des gegebenen Falles beschreiben. Diese Kategorie umfasst nur Schlafstörungen, bei denen emotionale Ursachen als primärer Faktor aufgefasst werden, und die nicht durch anderenorts klassifizierte körperliche Störungen verursacht werden. Nichtorganische Insomnie Insomnie ist ein Zustandsbild mit einer ungenügenden Dauer und Qualität des Schlafes, das über einen beträchtlichen Zeitraum besteht und Einschlafstörungen, Durchschlafstörungen und frühmorgendliches Erwachen einschließt. Insomnie ist ein häufiges Symptom vieler psychischer und somatischer Störungen und soll daher nur zusätzlich klassifiziert werden, wenn sie das klinische Bild beherrscht. Nichtorganische Hypersomnie Hypersomnie ist definiert entweder als Zustand exzessiver Schläfrigkeit während des Tages und Schlafattacken (die nicht durch eine inadäquate Schlafdauer erklärbar sind) oder durch verlängerte Übergangszeiten bis zum Wachzustand nach dem Aufwachen. Bei Fehlen einer organischen Ursache für die Hypersomnie ist dieses Zustandsbild gewöhnlich mit anderen psychischen Störungen verbunden. Nichtorganische Störung des Schlaf-Wach-Rhythmus Eine Störung des Schlaf-Wach-Rhythmus ist definiert als Mangel an Synchronizität zwischen dem individuellen Schlaf-Wach-Rhythmus und dem erwünschten Schlaf-Wach-Rhythmus der Umgebung. Dies führt zu Klagen über Schlaflosigkeit und Hypersomnie. Psychogene Umkehr: Schlafrhythmus Psychogene Umkehr: Tag-Nacht-Rhythmus Psychogene Umkehr: 24-Stunden-Rhythmus Schlafwandeln [Somnambulismus] Schlafwandeln oder Somnambulismus ist ein Zustand veränderter Bewusstseinslage, in dem Phänomene von Schlaf und Wachsein kombiniert sind. Während einer schlafwandlerischen Episode verlässt die betreffende Person das Bett, häufig während des ersten Drittels des Nachtschlafes, geht umher, zeigt ein herabgesetztes Bewusstsein, verminderte Reaktivität und Geschicklichkeit. Nach dem Erwachen besteht meist keine Erinnerung an das Schlafwandeln mehr. Pavor nocturnus Nächtliche Episoden äußerster Furcht und Panik mit heftigem Schreien, Bewegungen und starker autonomer Erregung. Die betroffene Person setzt sich oder steht mit einem Panikschrei auf, gewöhnlich während des ersten Drittels des Nachtschlafes. Häufig stürzt sie zur Tür wie um zu entfliehen, meist aber ohne den Raum zu verlassen. Nach dem Erwachen fehlt die Erinnerung an das Geschehen oder ist auf ein oder zwei bruchstückhafte bildhafte Vorstellungen begrenzt. Albträume [Angstträume] Traumerleben voller Angst oder Furcht, mit sehr detaillierter Erinnerung an den Trauminhalt. Dieses Traumerleben ist sehr lebhaft, Themen sind die Bedrohung des Lebens, der Sicherheit oder der Selbstachtung. Oft besteht eine Wiederholung gleicher oder ähnlicher erschreckender Albtraumthemen. Während einer typischen Episode besteht eine autonome Stimulation, aber kein wahrnehmbares Schreien oder Körperbewegungen. Nach dem Aufwachen wird der Patient rasch lebhaft und orientiert. Angsttraumstörung Sonstige nichtorganische Schlafstörungen Nichtorganische Schlafstörung, nicht näher bezeichnet Emotional bedingte Schlafstörung o.n.A."
F52,"Sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit Sexuelle Funktionsstörungen verhindern die von der betroffenen Person gewünschte sexuelle Beziehung. Die sexuellen Reaktionen sind psychosomatische Prozesse, d.h. bei der Entstehung von sexuellen Funktionsstörungen sind gewöhnlich sowohl psychologische als auch somatische Prozesse beteiligt. Mangel oder Verlust von sexuellem Verlangen Der Verlust des sexuellen Verlangens ist das Grundproblem und beruht nicht auf anderen sexuellen Störungen wie Erektionsstörungen oder Dyspareunie. Frigidität Sexuelle Hypoaktivität Sexuelle Aversion und mangelnde sexuelle Befriedigung Entweder ist der Bereich sexueller Partnerbeziehungen mit so großer Furcht oder Angst verbunden, dass sexuelle Aktivitäten vermieden werden (sexuelle Aversion) oder sexuelle Reaktionen verlaufen normal und ein Orgasmus wird erlebt, aber ohne die entsprechende Lust daran (Mangel an sexueller Befriedigung). Sexuelle Anhedonie Versagen genitaler Reaktionen Das Hauptproblem ist bei Männern die Erektionsstörung (Schwierigkeit, eine für einen befriedigenden Geschlechtsverkehr notwendige Erektion zu erlangen oder aufrecht zu erhalten). Bei Frauen ist das Hauptproblem mangelnde oder fehlende vaginale Lubrikation. Erektionsstörung (beim Mann) Psychogene Impotenz Störung der sexuellen Erregung bei der Frau Orgasmusstörung Der Orgasmus tritt nicht oder nur stark verzögert ein. Gehemmter Orgasmus (weiblich) (männlich) Psychogene Anorgasmie Ejaculatio praecox Unfähigkeit, die Ejakulation ausreichend zu kontrollieren, damit der Geschlechtsverkehr für beide Partner befriedigend ist. Nichtorganischer Vaginismus Spasmus der die Vagina umgebenden Beckenbodenmuskulatur, wodurch der Introitus vaginae verschlossen wird. Die Immission des Penis ist unmöglich oder schmerzhaft. Psychogener Vaginismus Nichtorganische Dyspareunie Eine Dyspareunie (Schmerzen während des Sexualverkehrs) tritt sowohl bei Frauen als auch bei Männern auf. Sie kann häufig einem lokalen krankhaften Geschehen zugeordnet werden und sollte dann unter der entsprechenden Störung klassifiziert werden. Diese Kategorie sollte nur dann verwendet werden, wenn keine andere primäre nichtorganische Sexualstörung vorliegt (z.B. Vaginismus oder mangelnde/fehlende vaginale Lubrikation). Psychogene Dyspareunie Gesteigertes sexuelles Verlangen Nymphomanie Satyriasis Sonstige sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit Nicht näher bezeichnete sexuelle Funktionsstörung, nicht verursacht durch eine organische Störung oder Krankheit"
F53,"Psychische oder Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert Hier sind nur psychische Störungen im Zusammenhang mit dem Wochenbett zu klassifizieren (Beginn innerhalb von sechs Wochen nach der Geburt), die nicht die Kriterien für anderenorts im Kapitel V (F) klassifizierte Störungen erfüllen. Hier wird verschlüsselt, entweder weil nur ungenügende Informationen verfügbar sind, oder weil man annimmt, dass spezielle zusätzliche klinische Aspekte vorliegen, die ihre Klassifikation an anderer Stelle unangemessen erscheinen lassen. Leichte psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert Depression: postnatal o.n.A. Depression: postpartal o.n.A. Schwere psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert Puerperalpsychose o.n.A. Sonstige psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert Psychische Störung im Wochenbett, nicht näher bezeichnet"
F54,"Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten Diese Kategorie sollte verwendet werden, um psychische Faktoren und Verhaltenseinflüsse zu erfassen, die eine wesentliche Rolle in der Ätiologie körperlicher Krankheiten spielen, die in anderen Kapiteln der ICD-10 klassifiziert werden. Die sich hierbei ergebenden psychischen Störungen sind meist leicht, oft lang anhaltend (wie Sorgen, emotionale Konflikte, ängstliche Erwartung) und rechtfertigen nicht die Zuordnung zu einer der anderen Kategorien des Kapitels V. Psychische Faktoren, die körperliche Störungen bewirken Beispiele für den Gebrauch dieser Kategorie sind: Asthma F54 und J45.- Beispiele für den Gebrauch dieser Kategorie sind: Colitis ulcerosa F54 und K51.- Beispiele für den Gebrauch dieser Kategorie sind: Dermatitis F54 und L23-L25 Beispiele für den Gebrauch dieser Kategorie sind: Magenulkus F54 und K25.- Beispiele für den Gebrauch dieser Kategorie sind: Reizdarmsyndrom F54 und K58.- Beispiele für den Gebrauch dieser Kategorie sind: Urtikaria F54 und L50.- Soll eine assoziierte körperliche Krankheit angegeben werden, ist eine zusätzliche Schlüsselnummer zu benutzen."
F55,"Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen Eine große Zahl von Arzneimitteln und Naturheilmitteln können missbraucht werden. Die wichtigsten Gruppen sind: 1. Psychotrope Substanzen, die keine Abhängigkeit hervorrufen, z.B. Antidepressiva, 2. Laxanzien, 3. Analgetika, die ohne ärztliche Verordnung erworben werden können, z.B. Aspirin und Paracetamol. Der anhaltende Gebrauch dieser Substanzen ist oft mit unnötigen Kontakten mit medizinischen und anderen Hilfseinrichtungen verbunden und manchmal von schädlichen körperlichen Auswirkungen der Substanzen begleitet. Der Versuch, dem Gebrauch der Substanz entgegenzusteuern oder ihn zu verbieten, stößt oft auf Widerstand. Bei Laxanzien und Analgetika führt der Missbrauch trotz Warnungen vor (oder sogar trotz der Entwicklung derselben) zu körperlichen Schäden, wie Nierenfunktions- oder Elektrolytstörungen. Obwohl die betreffende Person ein starkes Verlangen nach der Substanz hat, entwickeln sich keine Abhängigkeit bzw. Entzugssymptome wie bei den unter F10-F19 klassifizierten psychotropen Substanzen. Laxanziengewöhnung Missbrauch von: Antazida Missbrauch von: Pflanzen oder Naturheilmitteln Missbrauch von: Steroiden oder Hormonen Missbrauch von: Vitaminen Antidepressiva Laxanzien Analgetika Antazida Vitamine Steroide und Hormone Pflanzen oder Naturheilmittel Sonstige Substanzen Nicht näher bezeichnete Substanz"
F59,Nicht näher bezeichnete Verhaltensauffälligkeiten bei körperlichen Störungen und Faktoren Psychogene körperliche Funktionsstörung o.n.A.
